Province/State,Country,Last Update,Confirmed,Deaths,Recovered
Chongqing,Mainland China,1/23/2020 12:00,9,0,0
Fujian,Mainland China,1/23/2020 12:00,5,0,0
Gansu,Mainland China,1/23/2020 12:00,2,0,0
Guangdong,Mainland China,1/23/2020 12:00,32,0,2
Guangxi,Mainland China,1/23/2020 12:00,5,0,0
Guizhou,Mainland China,1/23/2020 12:00,3,0,0
Hainan,Mainland China,1/23/2020 12:00,5,0,0
Hebei,Mainland China,1/23/2020 12:00,1,1,0
Heilongjiang,Mainland China,1/23/2020 12:00,2,0,0
Henan,Mainland China,1/23/2020 12:00,5,0,0
Hong Kong,Hong Kong,1/23/2020 12:00,2,0,0
Hubei,Mainland China,1/23/2020 12:00,444,17,28
Hunan,Mainland China,1/23/2020 12:00,9,0,0
Inner Mongolia,Mainland China,1/23/2020 12:00,0,0,0
Jiangsu,Mainland China,1/23/2020 12:00,5,0,0
Jiangxi,Mainland China,1/23/2020 12:00,7,0,0
Jilin,Mainland China,1/23/2020 12:00,1,0,0
Liaoning,Mainland China,1/23/2020 12:00,3,0,0
Macau,Macau,1/23/2020 12:00,2,0,0
Ningxia,Mainland China,1/23/2020 12:00,1,0,0
Qinghai,Mainland China,1/23/2020 12:00,0,0,0
Shaanxi,Mainland China,1/23/2020 12:00,3,0,0
Shandong,Mainland China,1/23/2020 12:00,6,0,0
Shanghai,Mainland China,1/23/2020 12:00,16,0,0
Shanxi,Mainland China,1/23/2020 12:00,1,0,0
Sichuan,Mainland China,1/23/2020 12:00,8,0,0
Taiwan,Taiwan,1/23/2020 12:00,1,0,0
Tianjin,Mainland China,1/23/2020 12:00,4,0,0
Tibet,Mainland China,1/23/2020 12:00,0,0,0
Washington,US,1/23/2020 12:00,1,0,0
Xinjiang,Mainland China,1/23/2020 12:00,2,0,0
Yunnan,Mainland China,1/23/2020 12:00,2,0,0
Zhejiang,Mainland China,1/23/2020 12:00,27,0,0
,Japan,1/23/2020 12:00,1,0,0
,Thailand,1/23/2020 12:00,3,0,0
,South Korea,1/23/2020 12:00,1,0,0
,Singapore,1/23/2020 12:00,1,0,0
,Philippines,1/23/2020 12:00,0,0,0
,Malaysia,1/23/2020 12:00,0,0,0
,Vietnam,1/23/2020 12:00,2,0,0
,Australia,1/23/2020 12:00,0,0,0
,Mexico,1/23/2020 12:00,0,0,0
,Brazil,1/23/2020 12:00,0,0,0
Hubei,Mainland China,1/24/2020 12:00,549,24,31
Guangdong,Mainland China,1/24/2020 12:00,53,0,2
Zhejiang,Mainland China,1/24/2020 12:00,43,0,1
Beijing,Mainland China,1/24/2020 12:00,36,0,1
Chongqing,Mainland China,1/24/2020 12:00,27,0,0
Hunan,Mainland China,1/24/2020 12:00,24,0,0
Guangxi,Mainland China,1/24/2020 12:00,23,0,0
Shanghai,Mainland China,1/24/2020 12:00,20,0,1
Jiangxi,Mainland China,1/24/2020 12:00,18,0,0
Sichuan,Mainland China,1/24/2020 12:00,15,0,0
Shandong,Mainland China,1/24/2020 12:00,15,0,0
Anhui,Mainland China,1/24/2020 12:00,15,0,0
Fujian,Mainland China,1/24/2020 12:00,10,0,0
Henan,Mainland China,1/24/2020 12:00,9,0,0
Jiangsu,Mainland China,1/24/2020 12:00,9,0,0
Hainan,Mainland China,1/24/2020 12:00,8,0,0
Tianjin,Mainland China,1/24/2020 12:00,8,0,0
Yunnan,Mainland China,1/24/2020 12:00,5,0,0
Shaanxi,Mainland China,1/24/2020 12:00,5,0,0
Heilongjiang,Mainland China,1/24/2020 12:00,4,1,0
Liaoning,Mainland China,1/24/2020 12:00,4,0,0
Guizhou,Mainland China,1/24/2020 12:00,3,0,0
Jilin,Mainland China,1/24/2020 12:00,3,0,0
Taiwan,Taiwan,1/24/2020 12:00,3,0,0
Ningxia,Mainland China,1/24/2020 12:00,2,0,0
Hong Kong,Hong Kong,1/24/2020 12:00,2,0,0
Macau,Macau,1/24/2020 12:00,2,0,0
Hebei,Mainland China,1/24/2020 12:00,2,1,0
Gansu,Mainland China,1/24/2020 12:00,2,0,0
Xinjiang,Mainland China,1/24/2020 12:00,2,0,0
Shanxi,Mainland China,1/24/2020 12:00,1,0,0
Inner Mongolia,Mainland China,1/24/2020 12:00,1,0,0
Qinghai,Mainland China,1/24/2020 12:00,0,0,0
Washington,US,1/24/2020 12:00,1,0,0
Chicago,US,1/24/2020 12:00,1,0,0
,Japan,1/24/2020 12:00,2,0,0
,Thailand,1/24/2020 12:00,5,0,0
,South Korea,1/24/2020 12:00,2,0,0
,Singapore,1/24/2020 12:00,3,0,0
,Vietnam,1/24/2020 12:00,2,0,0
,France,1/24/2020 16:00,2,0,0
Hubei,Mainland China,1/25/2020 22:00,1052,52,42
Zhejiang,Mainland China,1/25/2020 22:00,104,0,1
Guangdong,Mainland China,1/25/2020 12:00,98,0,2
Henan,Mainland China,1/25/2020 12:00,83,1,0
Chongqing,Mainland China,1/25/2020 12:00,75,0,0
Hunan,Mainland China,1/25/2020 12:00,69,0,0
Anhui,Mainland China,1/25/2020 12:00,60,0,0
Beijing,Mainland China,1/25/2020 12:00,51,0,2
Sichuan,Mainland China,1/25/2020 12:00,44,0,0
Shanghai,Mainland China,1/25/2020 12:00,40,1,1
Shandong,Mainland China,1/25/2020 12:00,39,0,0
Jiangxi,Mainland China,1/25/2020 12:00,36,0,0
Guangxi,Mainland China,1/25/2020 12:00,33,0,0
Jiangsu,Mainland China,1/25/2020 12:00,31,0,1
Hainan,Mainland China,1/25/2020 12:00,19,0,0
Liaoning,Mainland China,1/25/2020 12:00,19,0,0
Fujian,Mainland China,1/25/2020 12:00,18,1,0
Heilongjiang,Mainland China,1/25/2020 12:00,15,0,0
Shaanxi,Mainland China,1/25/2020 12:00,15,0,0
Tianjin,Mainland China,1/25/2020 12:00,13,0,0
Hebei,Mainland China,1/25/2020 12:00,13,1,0
Yunnan,Mainland China,1/25/2020 12:00,11,0,0
Shanxi,Mainland China,1/25/2020 12:00,9,0,0
Inner Mongolia,Mainland China,1/25/2020 12:00,7,0,0
Gansu,Mainland China,1/25/2020 12:00,7,0,0
Guizhou,Mainland China,1/25/2020 12:00,5,0,0
Hong Kong,Hong Kong,1/25/2020 12:00,5,0,0
Ningxia,Mainland China,1/25/2020 12:00,4,0,0
Jilin,Mainland China,1/25/2020 12:00,4,0,0
Xinjiang,Mainland China,1/25/2020 12:00,4,0,0
Taiwan,Taiwan,1/25/2020 12:00,3,0,0
Macau,Macau,1/25/2020 12:00,2,0,0
Qinghai,Mainland China,1/25/2020 12:00,1,0,0
Washington,US,1/25/2020 12:00,1,0,0
Illinois,US,1/25/2020 12:00,1,0,0
,Japan,1/25/2020 12:00,2,0,0
,Thailand,1/25/2020 12:00,7,0,0
,South Korea,1/25/2020 12:00,3,0,0
,Singapore,1/25/2020 12:00,3,0,0
,Vietnam,1/25/2020 12:00,2,0,0
,France,1/25/2020 12:00,3,0,0
,Australia,1/25/2020 12:00,4,0,0
,Nepal,1/25/2020 12:00,1,0,0
,Malaysia,1/25/2020 12:00,3,0,0
Hubei,Mainland China,1/26/2020 23:00,1423,76,44
Guangdong,Mainland China,1/26/2020 23:00,146,0,2
Zhejiang,Mainland China,1/26/2020 23:00,128,0,1
Henan,Mainland China,1/26/2020 23:00,128,1,0
Chongqing,Mainland China,1/26/2020 23:00,110,0,0
Hunan,Mainland China,1/26/2020 23:00,100,0,0
Anhui,Mainland China,1/26/2020 23:00,70,0,0
Sichuan,Mainland China,1/26/2020 23:00,69,0,0
Beijing,Mainland China,1/26/2020 23:00,68,0,2
Shandong,Mainland China,1/26/2020 23:00,63,0,0
Shanghai,Mainland China,1/26/2020 23:00,53,1,1
Jiangxi,Mainland China,1/26/2020 23:00,48,0,0
Jiangsu,Mainland China,1/26/2020 23:00,47,0,1
Guangxi,Mainland China,1/26/2020 23:00,46,0,0
Fujian,Mainland China,1/26/2020 23:00,35,0,0
Liaoning,Mainland China,1/26/2020 23:00,23,0,0
Hainan,Mainland China,1/26/2020 23:00,22,0,0
Shaanxi,Mainland China,1/26/2020 23:00,22,0,0
Heilongjiang,Mainland China,1/26/2020 23:00,21,1,0
Yunnan,Mainland China,1/26/2020 23:00,19,0,0
Hebei,Mainland China,1/26/2020 23:00,18,1,0
Tianjin,Mainland China,1/26/2020 23:00,14,0,0
Gansu,Mainland China,1/26/2020 23:00,14,0,0
Shanxi,Mainland China,1/26/2020 23:00,13,0,0
Inner Mongolia,Mainland China,1/26/2020 23:00,11,0,0
Hong Kong,Hong Kong,1/26/2020 23:00,8,0,0
Guizhou,Mainland China,1/26/2020 23:00,7,0,0
Jilin,Mainland China,1/26/2020 23:00,6,0,0
Macau,Macau,1/26/2020 23:00,6,0,0
Xinjiang,Mainland China,1/26/2020 23:00,5,0,0
Ningxia,Mainland China,1/26/2020 23:00,4,0,0
Taiwan,Taiwan,1/26/2020 23:00,4,0,0
Qinghai,Mainland China,1/26/2020 23:00,4,0,0
Washington,US,1/26/2020 23:00,1,0,0
Illinois,US,1/26/2020 23:00,1,0,0
California,US,1/26/2020 23:00,2,0,0
Arizona,US,1/26/2020 23:00,1,0,0
,Japan,1/26/2020 23:00,4,0,1
,Thailand,1/26/2020 23:00,8,0,2
,South Korea,1/26/2020 23:00,3,0,0
,Singapore,1/26/2020 23:00,4,0,0
,Vietnam,1/26/2020 23:00,2,0,0
,France,1/26/2020 23:00,3,0,0
,Australia,1/26/2020 23:00,4,0,0
,Nepal,1/26/2020 23:00,1,0,0
,Malaysia,1/26/2020 23:00,4,0,0
Ontario,Canada,1/26/2020 23:00,1,0,0
Hubei,Mainland China,1/27/2020 20:30,2714,100,47
Zhejiang,Mainland China,1/27/2020 20:30,173,0,1
Henan,Mainland China,1/27/2020 20:30,168,1,0
Guangdong,Mainland China,1/27/2020 20:30,151,0,4
Chongqing,Mainland China,1/27/2020 20:30,132,0,0
Anhui,Mainland China,1/27/2020 20:30,106,0,0
Hunan,Mainland China,1/27/2020 20:30,100,0,0
Sichuan,Mainland China,1/27/2020 20:30,90,0,0
Shandong,Mainland China,1/27/2020 20:30,87,1,0
Beijing,Mainland China,1/27/2020 20:30,80,1,2
Jiangxi,Mainland China,1/27/2020 20:30,72,0,2
Jiangsu,Mainland China,1/27/2020 20:30,70,0,1
Shanghai,Mainland China,1/27/2020 20:30,66,1,3
Fujian,Mainland China,1/27/2020 20:30,59,0,0
Guangxi,Mainland China,1/27/2020 20:30,51,0,0
Shaanxi,Mainland China,1/27/2020 20:30,35,0,0
Hainan,Mainland China,1/27/2020 20:30,33,1,0
Hebei,Mainland China,1/27/2020 20:30,33,1,0
Heilongjiang,Mainland China,1/27/2020 20:30,30,1,0
Liaoning,Mainland China,1/27/2020 20:30,27,0,0
Yunnan,Mainland China,1/27/2020 20:30,26,0,0
Tianjin,Mainland China,1/27/2020 20:30,23,0,0
Shanxi,Mainland China,1/27/2020 20:30,20,0,0
Gansu,Mainland China,1/27/2020 20:30,19,0,0
Inner Mongolia,Mainland China,1/27/2020 20:30,11,0,0
Guizhou,Mainland China,1/27/2020 20:30,9,0,0
Hong Kong,Hong Kong,1/27/2020 20:30,8,0,0
Ningxia,Mainland China,1/27/2020 20:30,7,0,0
Jilin,Mainland China,1/27/2020 20:30,6,0,0
Macau,Macau,1/27/2020 20:30,6,0,0
Qinghai,Mainland China,1/27/2020 20:30,6,0,0
Taiwan,Taiwan,1/27/2020 20:30,5,0,0
Xinjiang,Mainland China,1/27/2020 20:30,5,0,0
Washington,US,1/27/2020 20:30,1,0,0
Illinois,US,1/27/2020 20:30,1,0,0
California,US,1/27/2020 20:30,2,0,0
Arizona,US,1/27/2020 20:30,1,0,0
,Japan,1/27/2020 20:30,4,0,1
,Thailand,1/27/2020 20:30,8,0,2
,South Korea,1/27/2020 20:30,4,0,0
,Singapore,1/27/2020 20:30,5,0,0
,Vietnam,1/27/2020 20:30,2,0,0
,France,1/27/2020 20:30,3,0,0
,Nepal,1/27/2020 20:30,1,0,0
,Malaysia,1/27/2020 20:30,4,0,0
Ontario,Canada,1/27/2020 20:30,1,0,0
,Cambodia,1/27/2020 20:30,1,0,0
,Sri Lanka,1/27/2020 20:30,1,0,0
,Ivory Coast,1/27/2020 20:30,0,0,0
New South Wales,Australia,1/27/2020 20:30,4,0,0
Victoria,Australia,1/27/2020 20:30,1,0,0
Bavaria,Germany,1/27/2020 20:30,1,0,0
Hubei,Mainland China,1/28/2020 23:00,3554,125,80
Zhejiang,Mainland China,1/28/2020 23:00,296,0,3
Guangdong,Mainland China,1/28/2020 23:00,241,0,5
Hunan,Mainland China,1/28/2020 23:00,221,0,0
Henan,Mainland China,1/28/2020 23:00,206,2,1
Anhui,Mainland China,1/28/2020 23:00,152,0,0
Chongqing,Mainland China,1/28/2020 23:00,147,0,1
Shandong,Mainland China,1/28/2020 23:00,121,0,0
Jiangxi,Mainland China,1/28/2020 23:00,109,0,3
Sichuan,Mainland China,1/28/2020 23:00,108,0,0
Jiangsu,Mainland China,1/28/2020 23:00,99,0,1
Beijing,Mainland China,1/28/2020 23:00,91,1,4
Fujian,Mainland China,1/28/2020 23:00,82,0,0
Shanghai,Mainland China,1/28/2020 23:00,80,1,4
Guangxi,Mainland China,1/28/2020 23:00,58,0,2
Shaanxi,Mainland China,1/28/2020 23:00,56,0,0
Hebei,Mainland China,1/28/2020 23:00,48,1,0
Yunnan,Mainland China,1/28/2020 23:00,44,0,0
Hainan,Mainland China,1/28/2020 23:00,43,1,0
Heilongjiang,Mainland China,1/28/2020 23:00,37,1,0
Liaoning,Mainland China,1/28/2020 23:00,36,0,0
Shanxi,Mainland China,1/28/2020 23:00,27,0,0
Tianjin,Mainland China,1/28/2020 23:00,25,0,0
Gansu,Mainland China,1/28/2020 23:00,24,0,0
Inner Mongolia,Mainland China,1/28/2020 23:00,16,0,0
Xinjiang,Mainland China,1/28/2020 23:00,13,0,0
Ningxia,Mainland China,1/28/2020 23:00,12,0,0
Guizhou,Mainland China,1/28/2020 23:00,9,0,0
Jilin,Mainland China,1/28/2020 23:00,9,0,0
Hong Kong,Hong Kong,1/28/2020 23:00,8,0,0
Taiwan,Taiwan,1/28/2020 23:00,8,0,0
Macau,Macau,1/28/2020 23:00,7,0,0
Qinghai,Mainland China,1/28/2020 23:00,6,0,0
Washington,US,1/28/2020 18:00,1,0,0
Illinois,US,1/28/2020 23:00,1,0,0
California,US,1/28/2020 23:00,2,0,0
Arizona,US,1/28/2020 23:00,1,0,0
,Japan,1/28/2020 23:00,7,0,1
,Thailand,1/28/2020 23:00,14,0,5
,South Korea,1/28/2020 23:00,4,0,0
,Singapore,1/28/2020 23:00,7,0,0
,Vietnam,1/28/2020 23:00,2,0,0
,France,1/28/2020 23:00,4,0,0
,Nepal,1/28/2020 23:00,1,0,0
,Malaysia,1/28/2020 23:00,7,0,0
Ontario,Canada,1/28/2020 23:00,1,0,0
British Columbia,Canada,1/28/2020 23:00,1,0,0
,Cambodia,1/28/2020 23:00,1,0,0
,Sri Lanka,1/28/2020 23:00,1,0,0
New South Wales,Australia,1/28/2020 23:00,4,0,0
Victoria,Australia,1/28/2020 23:00,1,0,0
Bavaria,Germany,1/28/2020 23:00,4,0,0
Hubei,Mainland China,1/29/2020 21:00,4586,162,90
Zhejiang,Mainland China,1/29/2020 21:00,428,0,4
Guangdong,Mainland China,1/29/2020 21:00,311,0,6
Henan,Mainland China,1/29/2020 21:00,278,2,2
Hunan,Mainland China,1/29/2020 21:00,277,0,0
Anhui,Mainland China,1/29/2020 21:00,200,0,2
Chongqing,Mainland China,1/29/2020 21:00,165,0,1
Jiangxi,Mainland China,1/29/2020 21:00,162,0,4
Shandong,Mainland China,1/29/2020 21:00,145,0,1
Sichuan,Mainland China,1/29/2020 21:00,142,1,1
Jiangsu,Mainland China,1/29/2020 21:00,129,0,1
Beijing,Mainland China,1/29/2020 21:00,111,1,4
Shanghai,Mainland China,1/29/2020 21:00,101,1,5
Fujian,Mainland China,1/29/2020 21:00,101,0,0
Guangxi,Mainland China,1/29/2020 21:00,78,0,2
Hebei,Mainland China,1/29/2020 21:00,65,1,0
Shaanxi,Mainland China,1/29/2020 21:00,56,0,0
Yunnan,Mainland China,1/29/2020 21:00,55,0,0
Hainan,Mainland China,1/29/2020 21:00,43,1,0
Heilongjiang,Mainland China,1/29/2020 21:00,43,1,0
Liaoning,Mainland China,1/29/2020 21:00,39,0,1
Shanxi,Mainland China,1/29/2020 21:00,35,0,1
Tianjin,Mainland China,1/29/2020 21:00,27,0,0
Gansu,Mainland China,1/29/2020 21:00,26,0,0
Inner Mongolia,Mainland China,1/29/2020 21:00,16,0,0
Jilin,Mainland China,1/29/2020 21:00,14,0,1
Xinjiang,Mainland China,1/29/2020 21:00,14,0,0
Guizhou,Mainland China,1/29/2020 21:00,12,0,1
Ningxia,Mainland China,1/29/2020 21:00,12,0,0
Hong Kong,Hong Kong,1/29/2020 21:00,10,0,0
Taiwan,Taiwan,1/29/2020 21:00,8,0,0
Macau,Macau,1/29/2020 21:00,7,0,0
Qinghai,Mainland China,1/29/2020 21:00,6,0,0
Tibet,Mainland China,1/29/2020 21:00,1,0,0
Washington,US,1/29/2020 21:00,1,0,0
Illinois,US,1/29/2020 21:00,1,0,0
California,US,1/29/2020 21:00,2,0,0
Arizona,US,1/29/2020 21:00,1,0,0
,Japan,1/29/2020 21:00,11,0,1
,Thailand,1/29/2020 21:00,14,0,5
,South Korea,1/29/2020 21:00,4,0,0
,Singapore,1/29/2020 21:00,10,0,0
,Vietnam,1/29/2020 21:00,2,0,0
,France,1/29/2020 21:00,5,0,0
,Nepal,1/29/2020 21:00,1,0,0
,Malaysia,1/29/2020 21:00,7,0,0
Ontario,Canada,1/29/2020 21:00,2,0,0
British Columbia,Canada,1/29/2020 21:00,1,0,0
,Cambodia,1/29/2020 21:00,1,0,0
,Sri Lanka,1/29/2020 21:00,1,0,0
New South Wales,Australia,1/29/2020 21:00,4,0,0
Victoria,Australia,1/29/2020 21:00,2,0,0
Queensland,Australia,1/29/2020 21:00,1,0,0
Bavaria,Germany,1/29/2020 21:00,4,0,0
,Finland,1/29/2020 21:00,1,0,0
,United Arab Emirates,1/29/2020 21:00,4,0,0
Hubei,Mainland China,1/30/2020 21:30,5806,204,116
Zhejiang,Mainland China,1/30/2020 21:30,537,0,9
Guangdong,Mainland China,1/30/2020 21:30,393,0,11
Henan,Mainland China,1/30/2020 21:30,352,2,3
Hunan,Mainland China,1/30/2020 21:30,332,0,2
Jiangxi,Mainland China,1/30/2020 21:30,240,0,7
Anhui,Mainland China,1/30/2020 21:30,237,0,3
Chongqing,Mainland China,1/30/2020 21:30,206,0,1
Shandong,Mainland China,1/30/2020 21:30,178,0,2
Sichuan,Mainland China,1/30/2020 21:30,177,1,1
Jiangsu,Mainland China,1/30/2020 21:30,168,0,2
Shanghai,Mainland China,1/30/2020 21:30,128,1,9
Beijing,Mainland China,1/30/2020 21:30,121,1,5
Fujian,Mainland China,1/30/2020 21:30,101,0,0
Guangxi,Mainland China,1/30/2020 21:30,87,0,2
Hebei,Mainland China,1/30/2020 21:30,82,1,0
Yunnan,Mainland China,1/30/2020 21:30,76,0,0
Shaanxi,Mainland China,1/30/2020 21:30,87,0,0
Heilongjiang,Mainland China,1/30/2020 21:30,59,2,0
Hainan,Mainland China,1/30/2020 21:30,50,1,1
Liaoning,Mainland China,1/30/2020 21:30,45,0,1
Shanxi,Mainland China,1/30/2020 21:30,39,0,1
Tianjin,Mainland China,1/30/2020 21:30,32,0,0
Gansu,Mainland China,1/30/2020 21:30,29,0,0
Ningxia,Mainland China,1/30/2020 21:30,21,0,1
Inner Mongolia,Mainland China,1/30/2020 21:30,20,0,0
Xinjiang,Mainland China,1/30/2020 21:30,17,0,0
Guizhou,Mainland China,1/30/2020 21:30,15,0,1
Jilin,Mainland China,1/30/2020 21:30,14,0,1
Hong Kong,Hong Kong,1/30/2020 21:30,12,0,0
Taiwan,Taiwan,1/30/2020 21:30,9,0,0
Qinghai,Mainland China,1/30/2020 21:30,8,0,0
Macau,Macau,1/30/2020 21:30,7,0,0
Tibet,Mainland China,1/30/2020 21:30,1,0,0
Washington,US,1/30/2020 21:30,1,0,0
Illinois,US,1/30/2020 21:30,2,0,0
California,US,1/30/2020 21:30,2,0,0
Arizona,US,1/30/2020 21:30,1,0,0
,Japan,1/30/2020 21:30,11,0,1
,Thailand,1/30/2020 21:30,14,0,5
,South Korea,1/30/2020 21:30,6,0,0
,Singapore,1/30/2020 21:30,10,0,0
,Vietnam,1/30/2020 21:30,2,0,0
,France,1/30/2020 21:30,5,0,0
,Nepal,1/30/2020 21:30,1,0,0
,Malaysia,1/30/2020 21:30,8,0,0
Ontario,Canada,1/30/2020 21:30,2,0,0
British Columbia,Canada,1/30/2020 21:30,1,0,0
,Cambodia,1/30/2020 21:30,1,0,0
,Sri Lanka,1/30/2020 21:30,1,0,0
New South Wales,Australia,1/30/2020 21:30,4,0,2
Victoria,Australia,1/30/2020 21:30,2,0,0
Queensland,Australia,1/30/2020 21:30,3,0,0
Bavaria,Germany,1/30/2020 21:30,4,0,0
,Finland,1/30/2020 21:30,1,0,0
,United Arab Emirates,1/30/2020 21:30,4,0,0
,Philippines,1/30/2020 21:30,1,0,0
,India,1/30/2020 21:30,1,0,0
,Italy,1/30/2020 21:30,2,0,0
